# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Apr  9 16:34:15 2020
#
# User preference: *
#
# CONSTRAINT:  where (koi_disposition like '%CONFIRMED%')
#
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_sma_err1:   Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN koi_sma_err2:   Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_incl_err1:  Inclination Upper Unc. [deg]
# COLUMN koi_incl_err2:  Inclination Lower Unc. [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
# COLUMN koi_sage:       Stellar Age [Gyr]
# COLUMN koi_sage_err1:  Stellar Age Upper Unc. [Gyr]
# COLUMN koi_sage_err2:  Stellar Age Lower Unc. [Gyr]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
#
kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,ra,dec
Kepler-909 b,CONFIRMED,13.932915480,4.4590000e-05,-4.4590000e-05,0.9080,0.0310,-0.6180,2.62390,0.07140,-0.07140,1.3160e+02,5.100e+00,-5.100e+00,1.66,2.900e-01,-1.900e-01,0.1175,,,87.14,,,852.0,,,124.53,61.30,-35.53,6026.00,121.00,-133.00,4.321,0.088,-0.121,1.2070,0.2100,-0.1400,1.1130,0.0810,-0.0910,,,,289.506350,45.370998
Kepler-910 b,CONFIRMED,2.364367620,1.8970000e-05,-1.8970000e-05,0.1460,0.3170,-0.1460,3.37200,0.20200,-0.20200,2.8400e+01,2.700e+00,-2.700e+00,0.82,2.000e-02,-2.000e-02,0.0382,,,88.44,,,1752.0,,,2228.09,203.74,-233.46,6250.00,75.00,-82.00,4.184,0.013,-0.011,1.5430,0.0310,-0.0440,1.3260,0.0450,-0.0560,,,,296.047360,42.743011
Kepler-911 b,CONFIRMED,20.310474720,6.1350000e-05,-6.1350000e-05,0.0500,0.3560,-0.0500,5.33570,0.06760,-0.06760,1.6460e+02,4.100e+00,-4.100e+00,2.41,1.800e-01,-1.000e-01,0.1549,,,89.90,,,931.0,,,177.81,40.33,-20.88,6065.00,91.00,-72.00,3.970,0.011,-0.014,1.8770,0.1410,-0.0710,1.1970,0.1860,-0.0740,,,,298.589200,40.750690
Kepler-912 b,CONFIRMED,2.534755680,7.4320000e-06,-7.4320000e-06,0.8780,0.0170,-0.6220,4.57160,0.07060,-0.07060,4.6300e+02,1.020e+01,-1.020e+01,2.02,4.800e-01,-2.100e-01,0.0339,,,68.67,,,1218.0,,,519.95,387.24,-152.89,5662.00,186.00,-186.00,4.532,0.077,-0.143,0.8060,0.1920,-0.0820,0.8080,0.1060,-0.0710,,,,298.111210,41.758331
Kepler-944 b,CONFIRMED,43.316742700,2.3560000e-04,-2.3560000e-04,0.0340,0.4120,-0.0340,4.99500,0.13700,-0.13700,9.8750e+02,4.180e+01,-4.180e+01,2.42,5.300e-01,-1.900e-01,0.2288,,,89.97,,,459.0,,,10.47,7.01,-2.60,5654.00,169.00,-169.00,4.590,0.036,-0.144,0.7740,0.1690,-0.0610,0.8650,0.0890,-0.0970,,,,293.601260,42.379761
Kepler-945 b,CONFIRMED,31.003307200,1.8950000e-04,-1.8950000e-04,0.1510,0.2940,-0.1510,5.25300,0.14200,-0.14200,6.4520e+02,3.350e+01,-3.350e+01,2.72,7.200e-01,-3.100e-01,0.2037,,,89.81,,,616.0,,,34.03,27.86,-11.22,6090.00,193.00,-236.00,4.447,0.058,-0.173,1.0710,0.2860,-0.1220,1.1730,0.1130,-0.1700,,,,291.269740,42.096039
Kepler-866 b,CONFIRMED,2.617028373,6.5920000e-06,-6.5920000e-06,0.1460,0.2910,-0.1460,2.04600,0.06580,-0.06580,4.9940e+02,1.900e+01,-1.900e+01,1.57,1.200e-01,-1.500e-01,0.0331,,,89.15,,,996.0,,,233.23,71.71,-63.88,4831.00,146.00,-146.00,4.568,0.065,-0.035,0.7240,0.0560,-0.0680,0.7060,0.0810,-0.0540,,,,290.122310,43.085560
Kepler-867 b,CONFIRMED,150.241258200,5.4860000e-04,-5.4860000e-04,0.3450,0.0730,-0.3450,10.84900,0.12600,-0.12600,2.3785e+03,3.720e+01,-3.720e+01,4.60,6.000e-01,-4.000e-01,0.5375,,,89.81,,,327.0,,,2.72,1.04,-0.63,5604.00,111.00,-111.00,4.451,0.076,-0.102,0.9430,0.1230,-0.0820,0.9160,0.0620,-0.0560,,,,287.285310,51.249981
Kepler-891 b,CONFIRMED,53.449444980,6.7010000e-05,-6.7010000e-05,0.0920,0.2700,-0.0920,5.30910,0.04390,-0.04390,3.4370e+03,3.320e+01,-3.320e+01,5.82,1.490e+00,-5.000e-01,0.2881,,,89.93,,,486.0,,,13.23,10.07,-3.61,5919.00,162.00,-203.00,4.485,0.044,-0.187,1.0000,0.2570,-0.0860,1.1140,0.1000,-0.1370,,,,291.083800,40.355251
Kepler-306 c,CONFIRMED,7.240224180,1.6740000e-05,-1.6740000e-05,0.5070,0.3890,-0.3140,2.91530,0.05060,-0.05060,8.6490e+02,1.970e+01,-1.970e+01,2.14,1.400e-01,-8.000e-02,0.0672,,,88.29,,,716.0,,,62.10,14.23,-9.37,4955.00,100.00,-100.00,4.610,0.018,-0.046,0.7210,0.0470,-0.0290,0.7740,0.0360,-0.0480,,,,288.538670,40.616150
Kepler-306 b,CONFIRMED,4.646223830,1.6160000e-05,-1.6160000e-05,0.8800,0.0420,-0.6250,2.51370,0.06420,-0.06420,4.4650e+02,1.740e+01,-1.740e+01,1.82,1.200e-01,-7.000e-02,0.0500,,,83.18,,,830.0,,,112.18,25.69,-16.94,4955.00,100.00,-100.00,4.610,0.018,-0.046,0.7210,0.0470,-0.0290,0.7740,0.0360,-0.0480,,,,288.538670,40.616150
Kepler-913 b,CONFIRMED,10.296740970,3.5920000e-05,-3.5920000e-05,0.2980,0.1460,-0.2980,2.72920,0.07530,-0.07530,1.0118e+03,3.520e+01,-3.520e+01,5.75,9.500e-01,-1.300e+00,0.1009,,,89.40,,,1129.0,,,384.86,165.50,-166.47,6068.00,82.00,-82.00,4.040,0.182,-0.112,1.7970,0.2950,-0.4060,1.2940,0.1310,-0.1450,,,,297.583130,41.952431
Kepler-312 c,CONFIRMED,19.747339830,4.3160000e-05,-4.3160000e-05,0.5950,0.0150,-0.4840,3.44440,0.06460,-0.06460,4.8070e+02,1.110e+01,-1.110e+01,2.62,4.600e-01,-1.500e-01,0.1531,,,89.06,,,754.0,,,76.57,36.00,-14.39,6243.00,99.00,-136.00,4.406,0.026,-0.136,1.1490,0.2010,-0.0670,1.2260,0.0760,-0.1020,,,,298.395750,42.459751
Kepler-486 b,CONFIRMED,30.360445359,4.6020000e-06,-4.6020000e-06,0.3590,0.0200,-0.0200,6.01340,0.01330,-0.01330,2.1125e+04,2.190e+01,-2.190e+01,10.99,9.000e-01,-1.110e+00,0.1725,,,89.50,,,459.0,,,10.47,3.34,-2.87,4939.00,148.00,-133.00,4.541,0.072,-0.044,0.7650,0.0630,-0.0770,0.7400,0.0900,-0.0550,,,,284.879970,49.266991
Kepler-914 b,CONFIRMED,4.409667500,1.1890000e-05,-1.1890000e-05,0.8140,0.1200,-0.5790,2.14180,0.06260,-0.06260,1.3270e+02,5.800e+00,-5.800e+00,1.51,2.500e-01,-1.500e-01,0.0544,,,85.07,,,1192.0,,,476.94,218.40,-120.73,5836.00,104.00,-127.00,4.347,0.080,-0.120,1.1660,0.1930,-0.1130,1.1000,0.0750,-0.0750,,,,290.411990,44.899330
Kepler-946 b,CONFIRMED,11.791612340,5.3550000e-05,-5.3550000e-05,0.0340,0.4040,-0.0340,3.03600,0.11000,-0.11000,4.1540e+02,2.260e+01,-2.260e+01,2.41,3.800e-01,-4.200e-01,0.1002,,,89.94,,,857.0,,,127.75,52.51,-44.88,5619.00,75.00,-75.00,4.264,0.162,-0.108,1.1990,0.1880,-0.2070,0.9620,0.0680,-0.0540,,,,300.929600,44.028790
Kepler-947 b,CONFIRMED,26.964501000,1.5400000e-04,-1.5400000e-04,0.0060,0.4300,-0.0060,3.79200,0.13100,-0.13100,6.0170e+02,3.470e+01,-3.470e+01,2.20,5.200e-01,-2.200e-01,0.1773,,,89.99,,,573.0,,,25.56,18.08,-7.42,5754.00,161.00,-182.00,4.534,0.042,-0.168,0.9050,0.2140,-0.0920,1.0210,0.0910,-0.1360,,,,294.366730,42.252682
Kepler-948 b,CONFIRMED,7.768456390,4.1110000e-05,-4.1110000e-05,0.3530,0.1240,-0.3530,3.68900,0.12800,-0.12800,2.1780e+02,1.020e+01,-1.020e+01,1.35,1.500e-01,-1.000e-01,0.0749,,,88.68,,,841.0,,,118.09,36.60,-21.63,5447.00,81.00,-81.00,4.481,0.053,-0.098,0.9170,0.1020,-0.0630,0.9280,0.0480,-0.0530,,,,293.300230,41.523338
Kepler-868 b,CONFIRMED,5.032570090,2.3180000e-05,-2.3180000e-05,0.9700,0.0250,-0.6800,4.21300,0.28500,-0.28500,4.3910e+02,1.720e+01,-1.720e+01,2.53,8.200e-01,-2.100e-01,0.0575,,,72.30,,,1047.0,,,283.49,268.19,-76.36,5970.00,161.00,-197.00,4.521,0.039,-0.221,0.9080,0.2930,-0.0780,0.9960,0.1180,-0.1310,,,,282.363490,46.675240
Kepler-869 b,CONFIRMED,40.428667600,1.8050000e-04,-1.8050000e-04,0.8720,0.0540,-0.6180,7.10200,0.17900,-0.17900,9.1610e+02,2.510e+01,-2.510e+01,2.92,7.900e-01,-2.600e-01,0.2244,,,87.92,,,494.0,,,14.08,10.99,-3.65,5813.00,145.00,-160.00,4.561,0.035,-0.196,0.8330,0.2250,-0.0750,0.9250,0.1010,-0.1110,,,,289.424590,50.994122
Kepler-870 b,CONFIRMED,21.358823600,1.0940000e-04,-1.0940000e-04,0.0920,0.3490,-0.0920,5.82300,0.11400,-0.11400,6.4010e+02,2.190e+01,-2.190e+01,2.52,8.000e-01,-2.700e-01,0.1539,,,89.81,,,691.0,,,53.89,50.56,-16.95,6170.00,170.00,-233.00,4.472,0.054,-0.216,0.9920,0.3160,-0.1050,1.0630,0.1390,-0.1530,,,,295.402530,50.478630
Kepler-871 b,CONFIRMED,22.045916300,1.1140000e-04,-1.1140000e-04,0.8370,0.0640,-0.5960,5.22000,0.11800,-0.11800,8.0480e+02,2.980e+01,-2.980e+01,3.05,7.600e-01,-2.700e-01,0.1572,,,87.53,,,640.0,,,39.69,29.86,-10.81,5900.00,176.00,-193.00,4.509,0.042,-0.178,0.9510,0.2360,-0.0840,1.0650,0.1020,-0.1530,,,,294.527130,43.368160
Kepler-306 d,CONFIRMED,17.326704450,7.3870000e-05,-7.3870000e-05,0.7560,0.1540,-0.5170,4.26900,0.10000,-0.10000,8.0000e+02,2.450e+01,-2.450e+01,2.23,1.400e-01,-9.000e-02,0.1203,,,88.00,,,535.0,,,19.38,4.44,-2.93,4955.00,100.00,-100.00,4.610,0.018,-0.046,0.7210,0.0470,-0.0290,0.7740,0.0360,-0.0480,,,,288.538670,40.616150
Kepler-306 e,CONFIRMED,44.841116800,2.7810000e-04,-2.7810000e-04,0.8640,0.0500,-0.6120,5.90200,0.13500,-0.13500,1.0516e+03,3.850e+01,-3.850e+01,2.75,1.800e-01,-1.100e-01,0.2268,,,88.50,,,390.0,,,5.45,1.25,-0.82,4955.00,100.00,-100.00,4.610,0.018,-0.046,0.7210,0.0470,-0.0290,0.7740,0.0360,-0.0480,,,,288.538670,40.616150
Kepler-892 b,CONFIRMED,13.752078510,3.4010000e-05,-3.4010000e-05,0.8360,0.0680,-0.5920,2.88310,0.06880,-0.06880,1.2156e+03,3.720e+01,-3.720e+01,2.81,2.700e-01,-2.100e-01,0.1015,,,87.86,,,556.0,,,22.57,7.64,-5.40,4802.00,129.00,-144.00,4.616,0.032,-0.048,0.6990,0.0680,-0.0510,0.7380,0.0660,-0.0660,,,,283.129640,43.888241
Kepler-893 b,CONFIRMED,6.338559460,1.2730000e-05,-1.2730000e-05,0.9070,0.0040,-0.6350,3.46170,0.08840,-0.08840,7.2170e+02,1.410e+01,-1.410e+01,3.31,1.090e+00,-3.700e-01,0.0699,,,82.42,,,1034.0,,,270.47,272.24,-87.75,6108.00,193.00,-236.00,4.466,0.056,-0.224,1.0300,0.3410,-0.1140,1.1320,0.1510,-0.1660,,,,284.963040,43.913010
Kepler-915 b,CONFIRMED,4.594898160,1.5810000e-05,-1.5810000e-05,0.9530,0.0230,-0.7190,3.13810,0.06560,-0.06560,1.0970e+02,4.700e+00,-4.700e+00,1.85,3.200e-01,-3.200e-01,0.0566,,,76.00,,,1319.0,,,716.65,352.04,-269.03,6056.00,121.00,-133.00,4.217,0.143,-0.117,1.3810,0.2400,-0.2400,1.1480,0.0930,-0.1040,,,,290.592070,45.737141
Kepler-916 b,CONFIRMED,32.296427500,3.0740000e-04,-3.0740000e-04,0.2070,0.2480,-0.2070,4.56100,0.21400,-0.21400,4.7220e+02,3.050e+01,-3.050e+01,1.90,1.400e-01,-1.600e-01,0.1885,,,89.78,,,503.0,,,15.14,3.48,-3.04,5246.00,84.00,-73.00,4.470,0.078,-0.052,0.8910,0.0660,-0.0720,0.8540,0.0550,-0.0370,,,,290.983310,45.973301
Kepler-917 b,CONFIRMED,2.970418010,1.0690000e-05,-1.0690000e-05,0.3790,0.0660,-0.3790,2.23690,0.08940,-0.08940,5.3070e+02,2.770e+01,-2.770e+01,1.70,2.200e-01,-1.300e-01,0.0378,,,87.75,,,991.0,,,228.11,106.08,-60.69,5068.00,179.00,-179.00,4.608,0.028,-0.077,0.7430,0.0960,-0.0590,0.8330,0.0590,-0.0880,,,,299.051270,47.949280
Kepler-422 b,CONFIRMED,7.891448838,5.0600000e-07,-5.0600000e-07,0.3060,0.0220,-0.0280,4.28540,0.00697,-0.00697,1.0345e+04,6.900e+00,-6.900e+00,12.63,2.130e+00,-1.420e+00,0.0813,,,88.81,,,1028.0,,,263.54,114.26,-67.34,5972.00,72.00,-84.00,4.313,0.095,-0.116,1.2370,0.2090,-0.1390,1.1480,0.0710,-0.0790,,,,282.629670,46.323360
Kepler-872 b,CONFIRMED,2.578852119,5.6960000e-06,-5.6960000e-06,0.6250,0.0040,-0.4990,2.35810,0.05550,-0.05550,3.3430e+02,1.060e+01,-1.060e+01,1.63,4.700e-01,-1.400e-01,0.0362,,,84.69,,,1230.0,,,540.56,456.93,-144.14,5743.00,154.00,-171.00,4.553,0.035,-0.196,0.8530,0.2460,-0.0770,0.9490,0.1030,-0.1130,,,,295.417450,43.605640
Kepler-483 b,CONFIRMED,30.229102740,7.3560000e-05,-7.3560000e-05,0.7700,0.1180,-0.5280,6.67510,0.07370,-0.07370,4.4340e+02,7.000e+00,-7.000e+00,3.49,6.200e-01,-6.200e-01,0.2072,,,88.10,,,755.0,,,76.88,37.74,-29.38,6325.00,113.00,-138.00,4.188,0.125,-0.125,1.5180,0.2710,-0.2710,1.2960,0.0940,-0.1290,,,,291.646760,41.884659
Kepler-894 b,CONFIRMED,9.803211430,2.8680000e-05,-2.8680000e-05,0.6630,0.2320,-0.4380,4.46170,0.06840,-0.06840,8.1340e+02,1.740e+01,-1.740e+01,2.99,9.900e-01,-3.100e-01,0.0916,,,87.12,,,896.0,,,152.12,152.65,-47.64,6170.00,196.00,-240.00,4.472,0.054,-0.216,0.9920,0.3270,-0.1020,1.0630,0.1440,-0.1440,,,,288.734070,46.939388
Kepler-918 b,CONFIRMED,4.853840400,3.4960000e-05,-3.4960000e-05,0.9430,0.0230,-0.6470,3.19800,0.16100,-0.16100,1.9640e+02,1.510e+01,-1.510e+01,1.72,2.500e-01,-1.000e-01,0.0569,,,77.94,,,1052.0,,,288.70,110.09,-47.89,5778.00,69.00,-86.00,4.483,0.030,-0.120,0.9680,0.1430,-0.0570,1.0380,0.0500,-0.0680,,,,298.200710,48.267841
Kepler-919 b,CONFIRMED,11.046053650,7.0090000e-05,-7.0090000e-05,0.0640,0.3730,-0.0640,4.79900,0.13800,-0.13800,3.0830e+02,1.500e+01,-1.500e+01,1.80,6.100e-01,-2.000e-01,0.0981,,,89.79,,,869.0,,,134.66,135.62,-42.85,6093.00,180.00,-217.00,4.429,0.072,-0.217,1.0250,0.3450,-0.1150,1.0250,0.1530,-0.1260,,,,298.114780,48.494400
Kepler-949 b,CONFIRMED,8.689301216,9.8010000e-06,-9.8010000e-06,0.0290,0.3790,-0.0290,2.56300,0.03130,-0.03130,1.1170e+03,1.740e+01,-1.740e+01,2.92,6.000e-01,-4.200e-01,0.0774,,,89.94,,,782.0,,,88.24,59.32,-31.32,5211.00,181.00,-163.00,4.447,0.120,-0.180,0.8950,0.1860,-0.1290,0.8170,0.1040,-0.0640,,,,298.607880,46.453678
Kepler-488 b,CONFIRMED,3.120828136,1.9860000e-06,-1.9860000e-06,0.7840,0.0290,-0.0540,2.18780,0.06450,-0.06450,1.6456e+04,2.130e+02,-2.130e+02,14.16,4.430e+00,-1.480e+00,0.0428,,,84.95,,,1303.0,,,680.79,625.11,-203.01,6122.00,165.00,-201.00,4.471,0.052,-0.208,0.9960,0.3120,-0.1040,1.0700,0.1370,-0.1370,,,,282.966160,48.345070
Kepler-303 b,CONFIRMED,1.937029968,2.6050000e-06,-2.6050000e-06,0.1050,0.3470,-0.1050,1.47270,0.03620,-0.03620,3.1230e+02,8.600e+00,-8.600e+00,0.87,6.000e-02,-6.000e-02,0.0242,,,89.41,,,802.0,,,97.94,20.43,-21.29,4042.00,72.00,-88.00,4.761,0.038,-0.035,0.4900,0.0300,-0.0370,0.5050,0.0270,-0.0330,,,,283.135470,43.657051
Kepler-303 c,CONFIRMED,7.061173220,1.2070000e-05,-1.2070000e-05,0.8450,0.0570,-0.5690,1.04060,0.04950,-0.04950,4.8170e+02,2.240e+01,-2.240e+01,1.23,7.000e-02,-1.000e-01,0.0574,,,88.38,,,521.0,,,17.41,3.63,-3.79,4042.00,72.00,-88.00,4.761,0.038,-0.035,0.4900,0.0300,-0.0370,0.5050,0.0270,-0.0330,,,,283.135470,43.657051
Kepler-873 b,CONFIRMED,20.553314410,7.5070000e-05,-7.5070000e-05,0.7950,0.1010,-0.5560,5.31360,0.09750,-0.09750,6.7830e+02,1.900e+01,-1.900e+01,3.19,1.020e+00,-3.400e-01,0.1542,,,87.62,,,749.0,,,74.49,69.62,-22.73,6325.00,174.00,-217.00,4.409,0.065,-0.208,1.1120,0.3530,-0.1180,1.1570,0.1570,-0.1570,,,,296.403200,51.271339
Kepler-874 b,CONFIRMED,40.068671300,1.0180000e-04,-1.0180000e-04,0.0290,0.3620,-0.0290,5.88750,0.06650,-0.06650,9.7090e+02,1.800e+01,-1.800e+01,3.10,8.500e-01,-4.600e-01,0.2234,,,89.97,,,560.0,,,23.27,19.42,-8.34,6026.00,182.00,-182.00,4.411,0.105,-0.195,0.9920,0.2740,-0.1470,0.9240,0.1200,-0.0980,,,,294.956850,43.014332
Kepler-87 b,CONFIRMED,114.736580000,1.5010000e-04,-1.5010000e-04,0.5950,0.0370,-0.0570,12.03550,0.09210,-0.09210,4.8500e+03,2.220e+01,-2.220e+01,12.28,1.060e+00,-8.900e-01,0.4572,,,89.47,,,476.0,,,12.13,3.37,-2.43,5597.00,112.00,-101.00,3.963,0.054,-0.045,1.6990,0.1470,-0.1230,0.9690,0.0840,-0.0630,,,,297.916870,46.965130
Kepler-87 c,CONFIRMED,191.239133000,2.4200000e-03,-2.4200000e-03,0.8760,0.0050,-0.6090,16.94200,0.41300,-0.41300,1.0612e+03,2.920e+01,-2.920e+01,6.47,5.600e-01,-4.700e-01,0.6428,,,88.94,,,401.0,,,6.14,1.70,-1.23,5597.00,112.00,-101.00,3.963,0.054,-0.045,1.6990,0.1470,-0.1230,0.9690,0.0840,-0.0630,,,,297.916870,46.965130
Kepler-307 b,CONFIRMED,10.415726660,1.3620000e-05,-1.3620000e-05,0.6820,0.1760,-0.4480,2.77190,0.04140,-0.04140,8.2530e+02,1.350e+01,-1.350e+01,3.01,3.900e-01,-2.600e-01,0.0917,,,88.23,,,797.0,,,95.64,36.45,-21.35,5511.00,110.00,,4.426,0.081,-0.099,0.9870,0.1280,-0.0850,0.9470,0.0590,-0.0530,,,,297.795140,40.417709
Kepler-313 b,CONFIRMED,14.970316640,8.2690000e-05,-8.2690000e-05,0.3520,0.1120,-0.3520,5.88400,0.12400,-0.12400,2.9050e+02,1.070e+01,-1.070e+01,2.53,3.900e-01,-5.400e-01,0.1215,,,88.91,,,883.0,,,143.33,63.60,-60.79,5726.00,114.00,-103.00,4.123,0.182,-0.098,1.4830,0.2300,-0.3160,1.0660,0.1150,-0.0860,,,,298.294950,48.775459
Kepler-313 c,CONFIRMED,32.275385300,5.4100000e-04,-5.4100000e-04,0.6080,0.3480,-0.3860,8.62200,0.56900,-0.56900,2.2390e+02,1.520e+01,-1.520e+01,2.31,3.500e-01,-5.000e-01,0.2027,,,88.50,,,683.0,,,51.50,22.85,-21.84,5726.00,114.00,-103.00,4.123,0.182,-0.098,1.4830,0.2300,-0.3160,1.0660,0.1150,-0.0860,,,,298.294950,48.775459
Kepler-317 b,CONFIRMED,5.524186250,2.3650000e-05,-2.3650000e-05,0.4920,0.4490,-0.2860,2.82600,0.11100,-0.11100,4.9100e+02,2.610e+01,-2.610e+01,2.25,2.700e-01,-2.900e-01,0.0583,,,87.89,,,976.0,,,214.86,69.72,-61.83,5334.00,79.00,-79.00,4.372,0.132,-0.099,1.0040,0.1180,-0.1310,0.8650,0.0640,-0.0320,,,,294.943880,39.032059
Kepler-317 c,CONFIRMED,8.775147820,6.1310000e-05,-6.1310000e-05,0.5040,0.4450,-0.2960,3.17600,0.18800,-0.18800,3.5190e+02,3.050e+01,-3.050e+01,1.91,2.300e-01,-2.500e-01,0.0794,,,88.45,,,837.0,,,115.84,37.59,-33.33,5334.00,79.00,-79.00,4.372,0.132,-0.099,1.0040,0.1180,-0.1310,0.8650,0.0640,-0.0320,,,,294.943880,39.032059
Kepler-875 b,CONFIRMED,27.507111400,1.7240000e-04,-1.7240000e-04,0.9180,0.0090,-0.6500,5.90700,0.15700,-0.15700,5.8070e+02,2.140e+01,-2.140e+01,2.58,8.100e-01,-2.600e-01,0.1771,,,86.79,,,569.0,,,24.71,22.93,-6.96,5783.00,157.00,-175.00,4.539,0.037,-0.212,0.8800,0.2780,-0.0870,0.9770,0.1160,-0.1160,,,,297.301300,43.141891
Kepler-876 b,CONFIRMED,5.144364500,2.2370000e-05,-2.2370000e-05,0.0310,0.4300,-0.0310,2.70300,0.10700,-0.10700,3.1070e+02,1.760e+01,-1.760e+01,1.55,1.100e-01,-1.500e-01,0.0549,,,89.88,,,923.0,,,171.63,37.18,-40.68,5157.00,77.00,-84.00,4.445,0.091,-0.049,0.9040,0.0640,-0.0880,0.8300,0.0540,-0.0290,,,,283.478180,43.383781
Kepler-877 b,CONFIRMED,18.458483880,4.8820000e-05,-4.8820000e-05,0.8320,0.0090,-0.5880,3.37030,0.06840,-0.06840,5.3530e+02,1.500e+01,-1.500e+01,2.50,2.100e-01,-2.600e-01,0.1301,,,88.09,,,632.0,,,37.81,9.65,-9.14,5311.00,85.00,-74.00,4.419,0.111,-0.060,0.9480,0.0810,-0.0990,0.8590,0.0600,-0.0330,,,,289.859130,46.522671
Kepler-878 b,CONFIRMED,25.942158200,1.1260000e-04,-1.1260000e-04,0.5770,0.2950,-0.3720,4.04500,0.10400,-0.10400,5.6970e+02,2.030e+01,-2.030e+01,1.95,1.600e-01,-7.000e-02,0.1650,,,89.20,,,501.0,,,14.85,3.69,-1.89,5167.00,82.00,-82.00,4.585,0.013,-0.081,0.7960,0.0660,-0.0280,0.8910,0.0270,-0.0640,,,,285.296200,46.603439
Kepler-307 c,CONFIRMED,13.084242860,2.6090000e-05,-2.6090000e-05,0.7010,0.1850,-0.4750,3.04010,0.05490,-0.05490,6.6200e+02,1.440e+01,-1.440e+01,2.71,3.500e-01,-2.300e-01,0.1068,,,88.37,,,739.0,,,70.51,26.87,-15.74,5511.00,110.00,0.00,4.426,0.081,-0.099,0.9870,0.1280,-0.0850,0.9470,0.0590,-0.0530,,,,297.795140,40.417709
Kepler-423 b,CONFIRMED,2.684328541,8.2000000e-08,-8.2000000e-08,0.0760,0.0080,-0.0530,2.69382,0.00073,-0.00073,1.8136e+04,7.400e+00,-7.400e+00,12.73,1.600e+00,-1.450e+00,0.0360,,,89.49,,,1265.0,,,603.57,202.56,-154.50,5561.00,74.00,-74.00,4.411,0.110,-0.090,0.9560,0.1200,-0.1090,0.8590,0.0650,-0.0420,,,,292.855740,46.391178
